0	1	2	3
malcheiroso	-2.3	0.9	[-2, -3, -3, -2, -3, -2, -3, -3, 0, -2]
malcheirosos	-1.0	1.26491	[-2, -1, 2, -2, -1, -1, 0, -3, -1, -1]
malcheiroso	-0.2	0.4	[-1, 0, 0, 0, 0, 0, 0, 0, -1, 0]
insectos fedorentos	-1.0	1.26491	[0, 0, 0, -4, -1, -2, -1, 0, -2, 0]
stinker	-1.5	0.80623	[-3, -1, -3, -1, -1, -2, -1, -1, -1, -1]
malcheirosos	-1.2	1.07703	[-3, 1, -1, -2, -2, -1, -1, -2, 0, -1]
stinkhorn	-0.2	1.16619	[-2, -2, 0, 0, -1, 0, 1, 2, 0, 0]
chifres fedorentos	-0.8	0.9798	[0, -3, 0, -2, 0, 0, -1, -1, -1, 0]
mais malcheiroso	-1.5	1.0247	[-2, -1, -2, -2, -1, 1, -2, -1, -3, -2]
mais mal cheiroso	-2.1	1.57797	[-1, -2, -3, -4, -2, -1, 1, -4, -1, -4]
fedorento	-2.4	0.91652	[-2, -4, -2, -3, -3, -1, -2, -1, -3, -3]
mal cheirosamente	-1.3	1.55242	[-2, -3, -3, -2, -2, 1, -2, 2, -1, -1]
stinko	-1.5	0.80623	[-1, -2, -2, -2, 0, -1, -2, -1, -1, -3]
malcheiroso	-2.5	0.92195	[-4, -1, -3, -4, -2, -2, -3, -2, -2, -2]
pontos fedorentos	-0.7	1.26886	[-1, -3, -2, -1, 0, 2, 0, -1, 0, -1]
cheira mal	-1.0	1.34164	[-2, -2, -1, -2, 2, -1, -2, 1, -1, -2]
malcheirosa	-0.4	1.0198	[-2, 0, -1, 0, 2, 0, -1, -1, 0, -1]
stinkwood	-0.1	1.13578	[0, -2, 0, 0, 0, -2, 1, 0, 2, 0]
malcheiroso	-1.5	0.5	[-2, -1, -1, -2, -1, -1, -2, -2, -1, -2]
roubado	-2.2	0.9798	[-3, -2, -2, -1, -3, -2, -3, 0, -3, -3]
parar	-1.2	0.87178	[-1, 0, -2, -2, 0, -1, -2, -2, 0, -2]
parou	-0.9	0.53852	[-1, -1, -1, -1, -2, -1, -1, -1, 0, 0]
paragem	-0.6	0.66332	[-1, 0, 0, -1, 0, 0, 0, -1, -2, -1]
pára	-0.6	0.8	[-1, -1, 0, 0, -2, 0, -2, 0, 0, 0]
stout	0.7	1.34536	[2, 0, 3, 1, 2, 1, 0, 0, -2, 0]
directo	0.9	1.04403	[2, 0, 1, 0, 0, 0, 1, 2, 3, 0]
estirpe	-0.2	0.9798	[0, 0, -2, 0, -1, 2, 0, -1, 0, 0]
tenso	-1.7	0.78102	[0, -2, -1, -1, -2, -2, -2, -3, -2, -2]
coador	-0.8	1.249	[2, -2, -1, 0, -1, 0, -2, 0, -2, -2]
coadores	-0.3	0.45826	[0, 0, 0, 0, -1, -1, 0, -1, 0, 0]
tensão	-1.3	0.78102	[0, -3, -2, -1, -1, -1, -1, -1, -2, -1]
estirpes	-1.2	0.4	[-1, -1, -1, -2, -1, -2, -1, -1, -1, -1]
estranho	-0.8	0.74833	[0, -1, -1, 0, -2, 0, -1, -2, 0, -1]
estranhamente	-1.2	0.87178	[0, -1, -2, -2, 0, -3, -1, -1, -1, -1]
estrangulada	-2.5	1.0247	[-1, -1, -3, -3, -3, -3, -1, -4, -3, -3]
força	2.2	0.6	[1, 2, 2, 3, 2, 3, 3, 2, 2, 2]
reforçar	1.3	0.64031	[1, 1, 2, 1, 2, 1, 2, 0, 2, 1]
reforçado	1.8	0.4	[2, 2, 2, 2, 1, 2, 2, 1, 2, 2]
reforçador	1.8	0.6	[2, 0, 2, 2, 2, 2, 2, 2, 2, 2]
reforçadores	1.4	0.91652	[1, 2, 1, 2, 3, 0, 2, 0, 2, 1]
reforço	2.2	0.74833	[3, 3, 1, 1, 2, 2, 2, 2, 3, 3]
reforça	2.0	0.63246	[3, 2, 1, 2, 2, 3, 2, 1, 2, 2]
pontos fortes	1.7	0.64031	[2, 1, 3, 1, 2, 1, 2, 1, 2, 2]
stress	-1.8	0.6	[-1, -2, -2, -1, -2, -1, -2, -3, -2, -2]
sublinhado	-1.4	0.4899	[-1, -1, -1, -2, -2, -1, -2, -2, -1, -1]
salienta	-2.0	1.0	[-3, -3, -2, -1, -2, 0, -2, -1, -3, -3]
stressante	-2.3	0.45826	[-2, -2, -2, -2, -3, -3, -2, -3, -2, -2]
estressantemente	-2.6	0.66332	[-2, -3, -1, -3, -3, -3, -3, -2, -3, -3]
sublinhando	-1.5	0.67082	[-1, -2, -1, -1, -3, -1, -2, -2, -1, -1]
sem stress	1.6	0.4899	[1, 2, 1, 2, 1, 2, 1, 2, 2, 2]
stresslesslessness	1.6	0.8	[1, 3, 1, 3, 2, 1, 2, 1, 1, 1]
stressor	-1.8	0.74833	[-2, -1, -1, -2, -3, -2, -1, -2, -3, -1]
factores de stress	-2.1	0.83066	[-3, -2, -2, -2, -3, -1, -3, -1, -1, -3]
atingida	-2.3	0.9	[0, -2, -2, -2, -2, -3, -3, -3, -3, -3]
greve	-0.5	1.11803	[0, 0, 0, -2, -2, 1, 1, -2, -1, 0]
grevistas	-0.6	1.0198	[0, 0, -2, -3, 0, 0, -1, 0, 0, 0]
greves	-1.5	0.92195	[0, -2, -2, -2, -3, -1, -2, -1, 0, -2]
forte	2.3	0.78102	[3, 2, 3, 3, 1, 1, 3, 2, 2, 3]
strongbox	0.7	0.78102	[2, 1, 0, 0, 0, 1, 2, 1, 0, 0]
strongboxes	0.3	0.64031	[0, 0, 0, 0, 0, 1, 0, 2, 0, 0]
mais forte	1.6	0.66332	[2, 1, 1, 1, 2, 3, 2, 1, 2, 1]
mais forte	1.9	0.9434	[2, 3, 2, 1, 2, 2, 0, 3, 1, 3]
bastião	0.5	0.80623	[0, 2, 0, 0, 2, 0, 0, 0, 0, 1]
bastiões	1.0	0.89443	[2, 2, 0, 1, 2, 2, 1, 0, 0, 0]
strongish	1.7	0.78102	[1, 1, 2, 3, 1, 2, 1, 3, 2, 1]
fortemente	1.1	0.83066	[0, 0, 2, 2, 0, 1, 2, 2, 1, 1]
homem forte	0.7	1.00499	[0, 1, 3, 0, 1, -1, 1, 1, 0, 1]
homens fortes	0.5	1.11803	[-1, 0, 0, 3, 0, 1, 0, 2, 0, 0]
strongyl	0.6	1.0198	[0, 1, 0, 0, 0, 0, 0, 2, 3, 0]
strongyles	0.2	1.07703	[0, -2, 1, 1, -1, 1, 0, 0, 2, 0]
estrongiloidose	-0.8	1.66132	[-2, -3, 0, 0, -2, -2, 2, -2, 2, -1]
strongyls	0.1	0.3	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]
atingiu	-1.0	0.89443	[-1, -2, -1, 0, -2, -2, -1, -1, 1, -1]
luta	-1.3	0.45826	[-2, -1, -2, -1, -2, -1, -1, -1, -1, -1]
lutou	-1.4	0.66332	[-2, -2, -1, -1, -1, -1, -2, -2, 0, -2]
lutador	-1.1	0.7	[-1, -1, -1, -1, 0, -1, -2, -2, 0, -2]
lutadores	-1.4	0.4899	[-1, -2, -1, -1, -2, -1, -2, -2, -1, -1]
lutas	-1.5	0.5	[-2, -2, -1, -1, -1, -1, -2, -2, -1, -2]
lutador	-1.8	0.6	[-2, -2, -2, -2, -1, -1, -2, -2, -3, -1]
teimoso	-1.7	1.00499	[0, -1, -2, -2, -2, -4, -1, -2, -1, -2]
teimoso	-1.5	1.20416	[-2, -3, -1, -1, -2, 1, -3, -2, 0, -2]
mais teimoso	-0.6	1.62481	[-2, 4, -2, -1, -1, 0, -1, -1, -1, -1]
teimosamente	-1.4	0.4899	[-2, -2, -1, -2, -1, -1, -2, -1, -1, -1]
teimosia	-1.1	0.53852	[-1, -1, 0, -2, -1, -1, -1, -2, -1, -1]
teimosias	-1.5	0.80623	[-1, -2, -3, -1, -1, -3, -1, -1, -1, -1]
encalhado	-1.0	0.44721	[-1, -1, -1, -1, 0, -1, -1, -1, -1, -2]
fedorento	-1.6	1.68523	[-2, -2, -3, 2, -2, -3, -3, 1, -1, -3]
atordoado	-0.4	1.28062	[-1, -3, -1, 0, -1, -1, 0, 2, 1, 0]
deslumbrante	1.6	1.42829	[0, 0, 3, 2, 2, 4, 3, 0, 2, 0]
atordoa	0.1	1.04403	[1, 0, -1, -2, 0, 1, 1, -1, 1, 1]
estúpido	-2.4	0.66332	[-2, -3, -3, -2, -3, -3, -2, -1, -2, -3]
stupider	-2.5	0.5	[-3, -2, -3, -3, -2, -2, -3, -2, -3, -2]
mais estúpido	-2.4	0.66332	[-2, -3, -2, -3, -1, -3, -3, -2, -2, -3]
estupidezes	-2.0	0.7746	[-2, -3, -2, -1, -3, -1, -3, -1, -2, -2]
estupidez	-1.9	0.3	[-2, -2, -2, -2, -2, -2, -1, -2, -2, -2]
estupidamente	-2.0	0.7746	[-1, -2, -3, -3, -1, -3, -2, -1, -2, -2]
estupidez	-1.7	0.64031	[-3, -1, -2, -1, -2, -1, -2, -2, -1, -2]
estupidezes	-2.6	0.8	[-2, -2, -2, -4, -4, -3, -3, -2, -2, -2]
estúpidos	-2.3	0.64031	[-2, -3, -1, -3, -2, -3, -3, -2, -2, -2]
gagueira	-1.0	0.0	[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
gaguejado	-0.9	1.04403	[-1, -1, 2, -1, -1, -1, -2, -2, -1, -1]
gaguejador	-1.0	1.18322	[-1, -1, 2, -1, -1, -1, -3, -2, -1, -1]
gaguejadores	-1.1	0.53852	[-1, -1, -1, 0, -1, -1, -2, -2, -1, -1]
gagueira	-1.3	0.9	[-1, -1, -1, 0, -3, -1, -1, -1, -3, -1]
gaguejadores	-1.0	0.63246	[-1, -1, -1, -2, 0, -2, 0, -1, -1, -1]
suave	2.0	0.44721	[2, 3, 2, 2, 2, 1, 2, 2, 2, 2]
submisso	-1.3	0.9	[-1, 0, -1, -3, -1, 0, -1, -2, -2, -2]
submissivamente	-1.0	1.18322	[-1, -1, -1, -1, 2, -1, -1, -2, -3, -1]
submissão	-0.7	0.78102	[-2, 0, -1, 0, -1, 0, -2, 0, -1, 0]
substancial	0.8	0.6	[2, 0, 1, 1, 0, 0, 1, 1, 1, 1]
subversivo	-0.9	1.81384	[-3, 0, -4, -1, -2, -1, 2, -1, 2, -1]
sucesso	2.2	0.74833	[2, 3, 2, 2, 2, 1, 2, 4, 2, 2]
conseguiu	1.8	0.87178	[2, 2, 1, 2, 2, 0, 2, 3, 3, 1]
sucessor	1.2	1.07703	[1, 0, 0, 2, 2, 0, 0, 3, 2, 2]
sucessores	1.3	0.64031	[2, 0, 2, 1, 2, 1, 1, 1, 1, 2]
que se segue	2.2	1.16619	[2, 3, 0, 3, 4, 3, 1, 1, 2, 3]
sucede	2.2	0.9798	[4, 1, 4, 1, 2, 2, 2, 2, 2, 2]
sucesso	2.7	0.64031	[4, 3, 2, 2, 3, 2, 3, 3, 2, 3]
êxitos	2.6	0.66332	[2, 4, 3, 3, 2, 3, 2, 2, 3, 2]
bem sucedido	2.8	0.6	[3, 3, 2, 3, 4, 3, 3, 3, 2, 2]
com sucesso	2.2	0.6	[2, 2, 1, 2, 2, 2, 3, 3, 2, 3]
sucesso	2.7	0.78102	[3, 3, 4, 3, 3, 2, 3, 2, 1, 3]
sucessão	0.8	0.87178	[2, 0, 1, 2, 0, 2, 1, 0, 0, 0]
sucessório	0.9	1.04403	[0, 1, 0, 2, 3, 0, 0, 1, 2, 0]
sucessivamente	1.1	1.13578	[2, 2, 0, 0, 0, 0, 2, 3, 0, 2]
sucessões	0.1	0.3	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]
sucessivas	1.1	1.13578	[3, 0, 0, 1, 3, 2, 1, 0, 1, 0]
sucessivamente	0.9	1.04403	[1, 0, 0, 1, 3, 0, 2, 0, 2, 0]
sucessora	1.0	1.0	[0, 1, 2, 0, 3, 1, 1, 2, 0, 0]
sucessor	0.9	0.83066	[0, 2, 0, 0, 1, 2, 2, 1, 1, 0]
sucessores	1.1	1.04403	[2, 0, 1, 2, 0, 1, 3, 0, 2, 0]
chupar	-1.9	1.04403	[-1, -1, -1, -2, -1, -1, -3, -4, -3, -2]
sugado	-2.0	0.89443	[-2, -2, -1, -1, -1, -3, -4, -2, -2, -2]
ventosa	-2.4	1.2	[-3, -1, -1, -2, -1, -4, -4, -2, -4, -2]
sugado	-2.0	1.0	[-2, -1, -1, -3, -3, -1, -1, -2, -2, -4]
amamentação	-2.1	0.7	[-2, -3, -2, -1, -2, -3, -3, -2, -1, -2]
ventosas	-2.3	1.00499	[-2, -1, -2, -4, -1, -2, -3, -2, -4, -2]
é uma porcaria	-1.5	1.28452	[-1, -2, -2, -1, -3, -4, -1, 1, -1, -1]
sugador	-1.9	0.9434	[-1, -2, -2, -1, -2, -4, -1, -1, -3, -2]
sofrem	-2.5	0.67082	[-3, -3, -2, -2, -3, -3, -3, -2, -1, -3]
sofreu	-2.2	0.74833	[-3, -2, -1, -3, -2, -3, -1, -3, -2, -2]
sofreram	-2.0	0.63246	[-3, -2, -2, -2, -2, -3, -1, -2, -2, -1]
doentes	-2.4	0.8	[-1, -3, -3, -2, -1, -2, -3, -3, -3, -3]
sofrendo	-2.1	0.83066	[-2, -1, -3, -2, -1, -2, -3, -3, -1, -3]
sofre	-2.1	0.7	[-3, -2, -1, -2, -2, -2, -3, -1, -3, -2]
suicida	-3.5	0.67082	[-4, -4, -4, -4, -3, -4, -3, -3, -2, -4]
suicídio	-3.5	0.67082	[-4, -3, -4, -4, -4, -2, -3, -4, -4, -3]
processo	-1.1	1.13578	[1, -1, -1, 0, -1, -3, -1, -1, -3, -1]
amuado	-1.5	0.67082	[-2, -1, -3, -1, -1, -2, -1, -2, -1, -1]
amuado	-0.8	1.77764	[-3, 3, -2, -3, 0, -2, 0, -1, 1, -1]
amuado	-1.7	1.00499	[0, -2, -2, -1, -1, -4, -2, -1, -2, -2]
sunnier	2.3	0.64031	[3, 2, 3, 2, 3, 2, 2, 1, 3, 2]
mais solarengo	2.4	1.28062	[2, 0, 4, 2, 1, 3, 2, 4, 4, 2]
ensolarado	1.8	0.87178	[2, 2, 1, 2, 0, 2, 3, 3, 2, 1]
luz do sol	2.2	0.6	[3, 1, 2, 2, 2, 2, 2, 3, 3, 2]
solarengo	1.9	0.7	[2, 2, 3, 1, 2, 2, 1, 3, 1, 2]
super	2.9	0.7	[4, 2, 4, 3, 3, 3, 2, 3, 2, 3]
soberbo	3.1	0.9434	[3, 4, 2, 4, 3, 1, 3, 3, 4, 4]
superior	2.5	1.11803	[2, 3, 1, 3, 3, 0, 3, 3, 4, 3]
superioridades	0.8	1.6	[-1, 1, 3, -1, -1, 2, 2, 1, 3, -1]
superioridade	1.4	1.2	[0, 1, -1, 3, 1, 2, 2, 2, 3, 1]
superiormente	2.2	1.4	[4, 3, 1, 2, 3, -1, 2, 4, 2, 2]
superiores	1.0	1.0	[3, 0, 0, 1, 2, 1, 1, 2, 0, 0]
apoio	1.7	0.9	[1, 1, 1, 2, 1, 3, 3, 3, 1, 1]
apoiado	1.3	0.45826	[2, 1, 2, 1, 1, 2, 1, 1, 1, 1]
apoiante	1.1	0.3	[1, 1, 1, 1, 1, 2, 1, 1, 1, 1]
apoiantes	1.9	0.7	[1, 1, 1, 2, 2, 3, 2, 2, 3, 2]
apoio	1.9	0.9434	[3, 2, 1, 1, 3, 3, 1, 1, 3, 1]
de apoio	1.2	0.4	[1, 1, 1, 1, 1, 2, 2, 1, 1, 1]
apoio	1.5	1.11803	[3, 1, 2, 1, 3, 2, 2, 1, -1, 1]
apoia	1.5	0.67082	[2, 1, 2, 0, 2, 2, 2, 1, 1, 2]
supremacias	0.8	1.72047	[3, -2, 3, 0, 0, 2, -1, 3, 0, 0]
supremacista	0.5	2.15639	[3, 2, -3, 1, 2, 2, 2, -2, 1, -3]
supremacistas	-1.0	1.89737	[-4, -2, -1, -3, -2, 2, 2, 0, 0, -2]
supremacia	0.2	1.77764	[-1, -2, 0, 3, 2, 0, -3, 0, 1, 2]
suprematistas	0.4	1.56205	[2, 1, 0, 0, 2, 2, 2, -2, -1, -2]
supremo	2.6	1.11355	[2, 3, 2, 1, 4, 2, 1, 3, 4, 4]
supremamente	2.7	1.00499	[2, 4, 1, 4, 2, 4, 2, 3, 2, 3]
supremacia	2.3	0.64031	[1, 2, 2, 3, 3, 2, 2, 3, 3, 2]
supremer	2.3	1.1	[4, 3, 3, 0, 1, 2, 3, 2, 3, 2]
supremest	2.2	1.98997	[4, 3, 1, 0, 4, 4, -2, 3, 1, 4]
supremo	1.9	1.3	[1, 0, 3, 0, 4, 3, 1, 3, 2, 2]
supremos	1.3	0.78102	[0, 2, 2, 1, 0, 2, 2, 1, 2, 1]
seguro	1.3	0.64031	[1, 1, 3, 1, 1, 2, 1, 1, 1, 1]
surefire	1.0	0.7746	[1, 1, 0, 2, 2, 1, 0, 1, 2, 0]
surefooted	1.9	0.83066	[0, 3, 2, 2, 2, 2, 1, 2, 3, 2]
com toda a certeza	1.6	0.91652	[1, 1, 2, 0, 2, 1, 3, 3, 1, 2]
segurança dos pés	1.5	1.20416	[2, 1, 4, 1, 0, 3, 2, 1, 1, 0]
certamente	1.9	0.7	[2, 2, 2, 1, 1, 1, 3, 2, 3, 2]
segurança	2.0	0.7746	[2, 3, 2, 1, 2, 1, 3, 3, 2, 1]
surer	1.2	1.32665	[1, 1, 3, 1, 3, 2, 1, -2, 1, 1]
surest	1.3	0.78102	[2, 0, 2, 2, 2, 1, 0, 1, 1, 2]
fianças	1.3	0.9	[2, 0, 2, 0, 2, 2, 1, 2, 0, 2]
garantia	1.0	0.44721	[1, 1, 1, 1, 1, 0, 1, 1, 2, 1]
caução	-0.1	1.51327	[-1, 0, 0, -2, -1, 2, -2, 3, 0, 0]
caução	0.4	0.66332	[0, 0, 0, 1, 0, 0, 1, 0, 0, 2]
surpresa	1.5	0.80623	[3, 1, 1, 2, 1, 2, 2, 1, 2, 0]
surpresas	0.7	1.1	[0, 0, 0, 0, 0, 0, 0, 2, 2, 3]
surpresa	1.1	1.04403	[0, 2, 0, 2, 3, 0, 1, 1, 2, 0]
surpreendido	0.9	0.9434	[2, 0, 0, 0, 0, 2, 2, 1, 2, 0]
Surpresa	0.6	0.66332	[2, 0, 0, 0, 0, 1, 1, 1, 1, 0]
Surpreendedores	0.3	1.00499	[2, 0, 1, 1, 0, 0, -2, 1, 0, 0]
surpresas	0.9	0.7	[2, 0, 0, 0, 1, 1, 2, 1, 1, 1]
surpreendente	1.1	0.9434	[1, 1, 1, 0, 0, 2, 0, 1, 3, 2]
surpreendentemente	1.2	0.87178	[1, 0, 2, 0, 0, 2, 2, 1, 2, 2]
sobreviveu a	2.3	0.78102	[3, 4, 2, 2, 2, 1, 2, 3, 2, 2]
sobrevivente	1.2	0.87178	[1, 3, 1, 0, 2, 0, 1, 1, 1, 2]
sobrevivente	1.5	1.0247	[1, 3, 2, 3, 1, 0, 0, 1, 2, 2]
suspeito	-1.2	0.9798	[0, -1, -1, -2, -2, -2, 1, -1, -2, -2]
suspeito	-0.9	1.13578	[-1, 0, -1, -2, -1, -1, -2, 2, -2, -1]
suspeitando	-0.7	1.34536	[-1, 2, -1, -1, -1, 1, -2, -1, -3, 0]
suspeitos	-1.4	0.91652	[-2, -2, -2, -1, -2, -1, -2, -2, 1, -1]
suspender	-1.3	0.64031	[0, -2, -1, -2, -1, -1, -2, -1, -2, -1]
suspenso	-2.1	0.83066	[-2, -1, -2, -3, -3, -1, -3, -1, -2, -3]
suspeição	-1.6	0.91652	[-2, -2, -1, -2, 1, -2, -2, -2, -2, -2]
suspeitas	-1.5	0.67082	[-1, -2, -1, -2, -1, -1, -3, -1, -2, -1]
suspeito	-1.5	0.67082	[-1, -2, -1, -1, -2, -1, -2, -1, -3, -1]
suspeitosamente	-1.7	0.45826	[-2, -2, -1, -2, -1, -2, -2, -1, -2, -2]
desconfiança	-1.2	1.46969	[-2, -3, -2, -1, -1, 1, 2, -2, -2, -2]
sux	-1.5	0.92195	[-1, -1, -2, -1, -2, -1, -3, 0, -3, -1]
jurar	-0.2	1.53623	[-2, 2, -1, 1, 1, 0, -1, -2, 2, -2]
juramento	-1.0	1.09545	[0, -2, -1, -1, -2, 0, 1, -3, -1, -1]
jura	0.2	1.4	[1, -2, 2, 0, 1, -2, -1, 2, 1, 0]
doce	2.0	0.63246	[1, 2, 2, 2, 3, 3, 2, 1, 2, 2]
doce<3	3.0	0.44721	[3, 3, 3, 3, 4, 2, 3, 3, 3, 3]
querida	3.3	1.00499	[4, 1, 3, 4, 4, 4, 2, 3, 4, 4]
namorados	2.8	0.87178	[2, 2, 2, 4, 3, 2, 4, 3, 4, 2]
querida	2.2	0.6	[2, 3, 3, 2, 1, 3, 2, 2, 2, 2]
docinhos	2.1	0.9434	[1, 2, 2, 3, 2, 1, 2, 4, 3, 1]
docemente	2.1	0.7	[1, 2, 2, 2, 2, 2, 1, 3, 3, 3]
doçura	2.2	0.74833	[3, 2, 3, 1, 2, 2, 3, 3, 2, 1]
rebuçados	2.2	0.6	[2, 1, 3, 2, 2, 2, 3, 2, 3, 2]
swift	0.8	0.6	[1, 0, 1, 1, 0, 2, 0, 1, 1, 1]
rapidamente	1.2	0.9798	[0, 3, 1, 0, 1, 1, 1, 3, 1, 1]
vigarice	-2.4	1.0198	[-1, -4, -1, -3, -3, -2, -2, -2, -4, -2]
vigarices	-1.5	0.92195	[0, -2, -2, -3, -2, -1, -1, 0, -2, -2]
burla	-2.0	1.0	[-2, -2, -2, -4, -1, 0, -3, -2, -2, -2]
simpático	2.3	0.64031	[3, 3, 2, 2, 3, 3, 2, 2, 1, 2]
simpatia	1.5	1.11803	[-1, 2, 3, 2, 1, 1, 1, 2, 1, 3]
talento	1.8	1.07703	[3, 1, 2, 2, 0, 3, 3, 2, 2, 0]
talentoso	2.3	0.64031	[1, 2, 2, 3, 2, 3, 3, 2, 3, 2]
sem talento	-1.6	0.4899	[-2, -2, -2, -1, -2, -1, -1, -1, -2, -2]
talentos	2.0	1.18322	[2, 4, 1, 2, 0, 2, 4, 2, 2, 1]
tantrum	-1.8	1.16619	[-3, -2, -2, -3, -1, 0, -1, 0, -3, -3]
tantrums	-1.5	1.36015	[-1, -2, -4, -2, -2, -1, -1, 0, 1, -3]
tardio	-2.5	0.92195	[-3, -3, -3, -2, -2, -3, -1, -4, -1, -3]
lágrimas	-0.9	1.13578	[0, -2, -2, -1, -1, -2, -2, 1, 1, -1]
chás	0.3	0.45826	[1, 0, 0, 0, 0, 1, 0, 1, 0, 0]
brincar	-1.3	0.9	[0, -1, -1, -2, -1, 0, -3, -2, -1, -2]
provocado	-1.2	0.87178	[0, -2, -2, -1, -1, -1, 0, -3, -1, -1]
teasel	-0.1	0.3	[0, -1, 0, 0, 0, 0, 0, 0, 0, 0]
provocado	-0.8	0.74833	[-1, 0, -1, 0, 0, -1, -2, -1, -2, 0]
teaseler	-0.8	0.87178	[0, 0, -2, 0, 0, -1, -2, -1, -2, 0]
teaselers	-1.2	1.249	[0, -3, 0, 0, 0, -3, -2, -2, -2, 0]
teaseling	-0.4	0.91652	[-1, 0, -3, 0, 0, 0, 0, 0, 0, 0]
teaselled	-0.4	0.91652	[0, -3, 0, 0, 0, 0, -1, 0, 0, 0]
teaselling	-0.2	0.4	[0, 0, 0, 0, -1, 0, -1, 0, 0, 0]
chás	-0.1	0.3	[0, 0, 0, 0, 0, 0, 0, 0, -1, 0]
teaser	-1.0	1.18322	[0, -1, -3, -1, -1, -1, 0, -3, -1, 1]
teasers	-0.7	1.1	[-1, -2, -3, -1, 0, 0, -1, 1, 0, 0]
teases	-1.2	0.74833	[-1, -1, 0, -1, -2, -1, -3, -1, -1, -1]
teashops	0.2	0.4	[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]
provocação	-0.3	1.1	[0, 0, 1, 1, -1, 0, 0, 0, -1, -3]
de forma provocadora	-0.4	1.11355	[0, 1, 1, 0, -2, 0, -2, 0, -2, 0]
colher de chá	0.2	0.4	[0, 0, 0, 0, 0, 0, 1, 0, 1, 0]
colher de chá	0.2	0.4	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0]
colheres de chá	0.4	0.8	[2, 0, 0, 0, 0, 0, 0, 0, 2, 0]
colheres de chá	0.5	0.80623	[0, 0, 0, 2, 0, 0, 1, 2, 0, 0]
colher de chá	0.3	0.9	[2, 0, 0, 0, 0, 2, 0, -1, 0, 0]
temperamento	-1.8	0.4	[-1, -2, -2, -2, -2, -2, -2, -2, -1, -2]
temperamentos	-1.3	0.64031	[-1, -1, 0, -1, -1, -2, -2, -2, -1, -2]
proposto	0.5	0.92195	[0, 0, 2, 1, -1, -1, 1, 1, 1, 1]
proponente	0.6	0.66332	[0, 1, 1, 0, 0, 0, 2, 1, 1, 0]
concorrentes	1.2	0.9798	[2, 0, 0, 1, 0, 2, 3, 1, 1, 2]
mais terna	1.4	1.56205	[2, 1, 3, -1, 0, 2, 2, 2, -1, 4]
pés ternos	-0.4	0.91652	[-1, -1, 0, 0, -1, 0, -1, -2, 1, 1]
pé terno	-0.1	0.53852	[-1, 1, 0, 0, 0, 0, 0, -1, 0, 0]
pés ternos	-0.5	1.11803	[1, -1, 0, 0, 0, -1, -1, 1, -3, -1]
ternurento	1.5	1.0247	[2, 2, 1, 2, 3, 1, 1, -1, 2, 2]
ternamente	2.7	0.64031	[2, 2, 2, 3, 3, 3, 3, 4, 3, 2]
ternura	0.7	1.48661	[1, 3, 2, 2, -1, -1, 1, -2, 1, 1]
ternuralidades	2.8	0.74833	[2, 3, 3, 2, 3, 3, 4, 4, 2, 2]
concurso	0.6	0.66332	[0, 0, 1, 1, 1, 0, 0, 1, 2, 0]
licitação	0.2	0.74833	[-1, 2, 0, 0, 0, 1, 0, 0, 0, 0]
amaciar	0.1	0.53852	[0, 0, 0, 0, 0, -1, 0, 1, 0, 1]
amaciado	0.1	0.53852	[0, 1, 0, 1, 0, 0, -1, 0, 0, 0]
proponente	0.4	0.66332	[0, 1, 0, 1, 0, 0, 2, 0, 0, 0]
tenderiza	0.3	0.45826	[0, 1, 0, 1, 0, 0, 1, 0, 0, 0]
amaciante	0.3	0.45826	[1, 1, 0, 0, 0, 1, 0, 0, 0, 0]
lombinho	-0.2	0.74833	[0, 0, 0, 0, -2, 0, 1, 0, -1, 0]
lombinhos	0.4	0.66332	[1, 0, 0, 0, 2, 0, 0, 1, 0, 0]
delicadamente	1.8	0.74833	[2, 1, 2, 1, 3, 2, 1, 2, 3, 1]
ternura	1.8	0.4	[2, 2, 1, 2, 2, 2, 2, 1, 2, 2]
ternura	0.9	1.44568	[1, 2, 1, 1, 3, -1, -2, 2, 2, 0]
tenderómetro	0.2	0.4	[1, 0, 0, 0, 0, 1, 0, 0, 0, 0]
tenderómetros	0.2	0.4	[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]
concursos	0.6	0.8	[0, 2, 0, 1, 1, 1, -1, 0, 1, 1]
tenso	-1.4	0.4899	[-1, -1, -1, -1, -1, -2, -1, -2, -2, -2]
tensed	-1.0	0.44721	[-1, 0, -1, -1, -1, -1, -2, -1, -1, -1]
tensely	-1.2	0.6	[-1, -2, -2, -2, -1, 0, -1, -1, -1, -1]
tensão	-1.5	0.67082	[-1, -1, -1, -1, -1, -2, -2, -1, -2, -3]
tenser	-1.5	0.67082	[-2, -2, -1, -2, -1, -1, -3, -1, -1, -1]
tempos	-0.9	1.04403	[-1, -3, 0, 0, 0, -1, 0, -2, -2, 0]
tensest	-1.2	1.07703	[-2, 0, -2, -2, -2, 0, 1, -1, -2, -2]
tensing	-1.0	0.44721	[-1, -2, -1, 0, -1, -1, -1, -1, -1, -1]
tensão	-1.3	1.00499	[-2, -1, -1, -1, -1, -2, -2, -3, 1, -1]
